Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2018-01-02,79.05036163330078,79.38146319754676,78.63648818646578,79.21591241542377,22483800
2018-01-03,79.41828155517578,79.56544097743182,79.06878845273889,79.15156036504732,26061400
2018-01-04,80.11725616455078,80.62310778985463,79.62060375523768,79.63899517027336,21912000
2018-01-05,81.11058044433594,81.31292114300582,80.4115872171893,80.62312713405713,23407100
2018-01-08,81.1933364868164,81.4692568432421,80.56792309360482,81.11975678951006,22113000
2018-01-09,81.13817596435547,81.607237883411,80.80707425878073,81.53365816729485,19484300
2018-01-10,80.77025604248047,81.11055684732791,80.39317240943724,80.80704588762171,18652200
2018-01-11,81.00940704345703,81.05538909881966,80.23683413372385,81.05538909881966,17808900
2018-01-12,82.40737915039062,82.57292997235957,81.3496937331972,81.55203440637554,24271500
2018-01-16,81.25772857666016,83.50186054648982,80.94502534385289,82.86724784621406,36599700
2018-01-17,82.9040298461914,83.03279081420175,81.62561236598411,81.92912336927127,25621200
2018-01-18,82.86723327636719,83.3914763227422,82.46255898841102,82.59131994598062,24159700
2018-01-19,82.77525329589844,83.33628612959292,82.46255015158094,82.90401423966978,36875000
2018-01-22,84.25603485107422,84.26523406877104,82.53614602302179,82.7752765645089,23601600
2018-01-23,84.52274322509766,84.89063469082292,84.19164160763953,84.52274322509766,23412800
2018-01-24,84.44916534423828,85.92992343833319,84.22843326683576,85.12056780989315,33277500
2018-01-25,84.9182357788086,85.75518212486476,84.55034426778468,85.04699675512492,26383200
2018-01-26,86.50934600830078,86.50934600830078,85.1481567056461,85.644809132381,29172200
2018-01-29,86.38056945800781,87.78774757132064,86.19662726661267,87.50263506957472,31569900
2018-01-30,85.2953109741211,86.14146347007718,84.70668742203196,85.81036184490877,38635100
2018-01-31,87.38309478759766,87.74178706069002,86.00350696279733,86.22423905002036,48756300
2018-02-01,86.69328308105469,88.35798313587118,86.0678697815026,87.18073622305431,47227900
2018-02-02,84.4123764038086,86.42657680550815,84.15485447457594,86.12306581022125,47867800
2018-02-05,80.93580627441406,85.75516368328218,80.93580627441406,83.29030021151993,51031500
2018-02-06,83.9985122680664,84.13647246470667,78.40658083089811,79.91492974241827,67998600
2018-02-07,82.41656494140625,84.40316746446057,82.03947429064971,83.22592048532535,41107600
2018-02-08,78.18583679199219,82.66489377166425,77.95590550500464,82.50854218057977,55628700
2018-02-09,81.10134887695312,81.79114261076133,77.10054662425455,79.37226844364069,63499100
2018-02-12,81.97510528564453,82.57292807439941,80.87143784251744,81.6164130157809,35720300
2018-02-13,82.61891174316406,82.77526333428399,80.75187081511324,81.79115770643202,26407700
2018-02-14,83.91258239746094,84.07891089482584,81.69487849914066,81.78728165325253,34960900
2018-02-15,85.6220474243164,85.67748789058263,83.73699402229116,84.28217740699354,27823900
2018-02-16,85.01217651367188,86.39824460900348,84.82737025425709,85.4279941223086,30596900
2018-02-20,85.6775131225586,85.99168525713296,84.0973959194674,84.53169849953919,30911700
2018-02-21,84.5409164428711,86.2688839763509,84.5409164428711,85.91774924250203,26922500
2018-02-22,84.7626953125,85.68674079609904,84.42079594560164,85.0583895852554,24392800
2018-02-23,86.91571807861328,86.92496050765173,85.3448435376494,86.4906579916455,26329200
2018-02-26,88.17242431640625,88.20014455480381,87.09129271945304,87.22990096134889,30199800
2018-02-27,87.04508209228516,88.56051612761406,87.04508209228516,88.46811298885646,25869100
2018-02-28,86.64777374267578,88.44042489572067,86.51840789141586,87.63650249153957,31167300
2018-03-01,85.7976303100586,87.38698982854977,84.86434230445002,86.851041702564,37135600
2018-03-02,85.98242950439453,86.07483263679295,83.95876777030598,84.62408160342589,32830400
2018-03-05,86.52761840820312,87.10976452415015,85.25243818045402,85.3263564611165,23901600
2018-03-06,86.23194885253906,87.31308068485788,85.88081400654676,87.17447241278659,22175800
2018-03-07,86.73090362548828,86.80482895101508,85.40951839380162,86.08407465189637,26716100
2018-03-08,87.25762176513672,87.87673059305398,86.64774831680646,87.10977109284765,25887800
2018-03-09,89.20734405517578,89.20734405517578,87.78431328851005,88.0522873013796,36937300
2018-03-12,89.4198989868164,89.82648134942227,88.74534957603034,89.17040975061411,26073700
2018-03-13,87.23915100097656,89.8541947666152,86.83256866925652,89.63242579018092,35387800
2018-03-14,86.72167205810547,88.16318788678146,86.39825753080598,87.89521383561674,32132000
2018-03-15,87.026611328125,87.39623096297869,85.77915122916339,86.42598030272626,27611000
2018-03-16,87.41471099853516,88.13546542740652,86.78635971825351,87.48863633737025,49081300
2018-03-19,85.83460998535156,86.76789817587097,85.11385542135208,86.62004747048151,33344100
2018-03-20,86.05635070800781,86.64773923536521,85.93622733679399,85.98243242951865,23075200
2018-03-21,85.45571899414062,86.9064699443105,85.20622279607512,85.87153659104085,24457100
2018-03-22,82.97003936767578,84.78116755055993,82.84991600066606,84.33762264561149,38604700
2018-03-23,80.55829620361328,83.58916466295189,80.46589305300583,82.70208172728512,44068900
2018-03-26,86.656982421875,86.8602735517899,83.53371129383049,83.72775999513816,56396800
2018-03-27,82.67436218261719,87.91369912012122,81.78727923948756,87.72889281735159,56569000
2018-03-28,82.60043334960938,84.3006808728279,82.11993275277638,82.99777322868422,52501100
2018-03-29,84.33763122558594,85.28016160077323,81.68562510402134,83.3304249961197,45867500
2018-04-02,81.7964859008789,83.97723334745946,80.86320523468672,83.59837844482541,48515400
2018-04-03,82.8961410522461,83.21032026435213,81.21437811659908,82.7760176460961,37213800
2018-04-04,85.317138671875,85.7144785932232,81.06652998646499,81.17741095527258,35560000
2018-04-05,85.36333465576172,86.00092841058158,84.45777386621495,85.41878218873008,29771900
2018-04-06,83.37661743164062,85.43723467348771,82.68358339919841,84.5409095302107,38026000
2018-04-09,83.87560272216797,86.09331322081205,83.73700154405242,84.12509894259063,31533900
2018-04-10,85.82533264160156,86.19495220481103,84.67951834056831,85.37255237787102,26812000
2018-04-11,84.8828353881836,86.20422097171046,84.53170057329655,85.02144364797627,24872100
2018-04-12,86.47217559814453,87.00812365543088,85.4095219121202,85.4095219121202,26758900
2018-04-13,86.01018524169922,87.02663421745736,85.41879649035229,86.90651080074659,23346100
2018-04-16,87.0173568725586,87.47014421138465,86.32432279670215,86.9249537390925,20288100
2018-04-17,88.77305603027344,89.2073585683427,87.67343956579238,87.78432757016371,26771000
2018-04-18,89.11495971679688,89.37369135622164,88.26483240880466,88.91166855727501,21043300
2018-04-19,88.81002044677734,89.69710334948749,88.0985014087263,89.11495717737064,23552500
2018-04-20,87.78433227539062,88.81002345860102,86.9064917726001,88.62521715798465,31154400
2018-04-23,88.10774993896484,88.97635509234529,87.44243595338908,88.46812717283359,22331800
2018-04-24,86.04712677001953,89.14267804665059,85.39105525556225,88.93014446172948,34524800
2018-04-25,85.29865264892578,86.21346292858512,83.42284108644495,86.21346292858512,33729300
2018-04-26,87.10052490234375,87.92292477762817,86.02862881101603,86.44445348778581,42529000
2018-04-27,88.54203796386719,90.46405426189172,86.77711475599737,90.1868377968258,48272800
2018-04-30,86.41674041748047,89.07799622685539,86.07484806134876,89.01331331759467,41523600
